ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000006025.12;OSBPL7;chr17-47808863-47808946-47808537-47808660-47809075-47809115__0:0:0__R2design0	10,22,13	54,64,36	24,20,13,9	100,132,66,47	1	1	1	1.0
ENSG00000006611.17;USH1C;chr11-17516240-17516290-17501938-17501980-17517400-17517474__0:0:0__R2design0	0,2,1,1	1899,2055,2044,1180	55,49,67,25	4243,4409,3068,2140	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__R2design0	3,3,2,1	145,132,172,109	12,14,6,10	216,240,136,116	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_neg_R2design1	0,1,1,0	548,635,658,391	0,0,0,0	1556,1439,959,735	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_neg_R2design2	8,0,0,0	463,505,432,303	0,0,0,0	1009,1037,807,602	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_neg_R2design3	0,3,0,0	686,709,762,489	2,1,0,0	1610,1739,1331,900	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_neg_R2design4	0,1,0,1	700,737,762,543	2,1,0,0	1338,1396,971,751	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_pos_R2design5	0,0,0,0	62,96,102,56	0,0,0,0	173,180,125,116	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_pos_R2design7	0,0	30,0	0,0,0	50,33,31	1	1	1	1.0
ENSG00000008710.20;PKD1;chr16-2108251-2108358-2106940-2106948-2112339-2112473__0:0:0__vae_cancer_RBM5_0_to_pos_R2design9	0,0,0,0	87,59,72,36	0,0,0,0	146,133,88,66	1	1	1	1.0
ENSG00000010310.9;GIPR;chr19-45681603-45681645-45678087-45678226-45681728-45681988__0:0:0__R2design0	11,14,6,8	2190,2307,2008,1309	69,69,55,44	3982,4278,3291,2635	1	1	1	1.0
ENSG00000011201.12;ANOS1;chrX-8699697-8699745-8623607-8623670-8731829-8732137__0:0:0__R2design0	6187,7052,6332,3927	177,160,196,158	12452,12479,9408,7217	382,370,261,213	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__R2design0	99,78,126,64	87,122,110,75	120,128,82,43	200,221,175,144	1	1	0.158198206743	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design1	0,1,0,0	397,398,508,369	0,0,0,0	909,868,546,456	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design3	0,2,1,0	619,699,726,485	3,0,2,0	1779,1736,1240,991	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design4	0,0,0,0	150,180,161,131	0,1,0,0	279,322,236,168	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design5	0,1,0,1	339,310,365,272	0,3,0,0	767,887,562,404	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design6	1,2,0,3	1180,1420,1407,984	8,1,0,0	2361,2448,1838,1391	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design7	0,1,0,0	154,148,193,126	0,0,0,0	337,317,206,140	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_neg_R2design8	0,0,0,0	258,260,281,168	1,0,0,1	570,585,325,271	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_pos_R2design10	49,75,145,57	27,23,27,14	142,122,38,24	48,50,22,12	1	1	1	1.0
ENSG00000011304.22;PTBP1;chr19-808379-808452-806407-806556-808545-808646__0:0:0__vae_cancer_RBM5_0_to_pos_R2design9	126,156,286,181	41,49,95,44	306,285,118,71	178,167,98,62	1	1	0.00968559546095	0.782022152032
ENSG00000011454.18;RABGAP1;chr9-123099477-123099549-123098714-123098798-123101565-123101763__0:0:0__R2design0	937,1019,801,517	43,34,46,27	1566,1582,1192,956	81,81,56,33	1	1	1	1.0
ENSG00000011566.15;MAP4K3;chr2-39315309-39315388-39309460-39309519-39325517-39325628__0:0:0__R2design0	4118,4856,3904,2160	176,209,191,119	7752,8085,6050,4655	442,447,332,270	1	1	1	1.0
ENSG00000014138.9;POLA2;chr11-65281669-65281732-65280467-65281147-65282478-65282521__0:0:0__R2design0	2795,3281,2598,1600	117,84,95,81	5208,5465,4033,3147	178,189,149,110	1	1	1	1.0
ENSG00000014138.9;POLA2;chr11-65289798-65289872-65289049-65289088-65294152-65294261__0:0:0__R2design0	1069,1195,1063,611	115,109,123,112	2325,2507,1807,1360	269,275,175,143	1	1	1	1.0
