ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000000003.15;TSPAN6;chrX-100635177-100635252-100633930-100634029-100635557-100635746__0:0:0	23,23,6,12	5,13,0,1	21,11,1,5	0,1,4,4	1	1	1	1.0
ENSG00000000457.14;SCYL3;chr1-169875977-169876091-169873695-169873752-169878633-169878819__0:-2:0	0,1,0,0	0,0,0,0	1,0,0,0	0,0,1,0	1	1	1	1.0
ENSG00000000460.17;C1orf112;chr1-169821678-169821759-169807790-169807929-169823407-169823472__-6:0:0	0,1,0,0	0,0,0,0	0,0,0,4	0,0,0,2	1	1	1	1.0
ENSG00000000460.17;C1orf112;chr1-169847689-169847803-169843673-169843769-169849499-169849604__0:0:0	40,36,22,27	157,137,96,86	19,16,12,25	34,35,12,37	1	1	0.125005066695	0.846414749199
ENSG00000000938.13;FGR;chr1-27617192-27617296-27616856-27617006-27621558-27621657__0:0:0	37,43,18,12	0,1,1,3	25,50,3,5	5,0,4,0	1	1	1	1.0
ENSG00000001460.18;STPG1;chr1-24410702-24410817-24401318-24401456-24413673-24416934__0:0:0	61,57,66,71	234,219,92,128	33,48,57,53	49,48,32,39	1	1	0.00947747575798	0.168372794736
ENSG00000001497.18;LAS1L;chrX-65517986-65518073-65512622-65512901-65523559-65523707__0:0:0	0,0,0,0	2,5,6,0	0,1,0,0	15,0,0,0	1	1	1	1.0
ENSG00000001497.18;LAS1L;chrX-65520701-65520817-65517986-65518465-65523559-65523707__0:0:0	1,0,0,0	0,1,4,0	0,0,0,0	2,0,3,0	1	1	1	1.0
ENSG00000001617.12;SEMA3F;chr3-50159691-50159734-50155090-50155147-50173792-50173953__0:0:0	33,34,28,29	7,13,4,4	8,20,15,6	6,4,4,7	1	1	0.77982834916	1.0
ENSG00000001617.12;SEMA3F;chr3-50185442-50185531-50184591-50184814-50185665-50185707__0:0:0	13,8,7,2	4,3,1,5	7,4,0,1	2,8,0,2	1	1	1	1.0
ENSG00000001626.16;CFTR;chr7-117602825-117602863-117591933-117592657-117603531-117603782__14:0:0	0,2,0,2	1,0,0,0	2,0,0,0	0,3,0,3	1	1	1	1.0
ENSG00000001629.10;ANKIB1;chr7-92387974-92388041-92387797-92387884-92389970-92390116__0:-4:0	0,0,3,0	2,0,0,0	0,0,0,0	0,0,7,2	1	1	1	1.0
ENSG00000002079.14;MYH16;chr7-99273341-99273423-99270956-99271093-99277538-99277712__0:0:0	100,111,20,25	10,7,3,2	25,23,25,1	16,0,0,1	1	1	1	1.0
ENSG00000002079.14;MYH16;chr7-99285381-99285438-99284844-99284935-99287891-99288137__-65:0:0	0,0,0,0	2,0,1,1	6,1,0,0	0,6,0,2	1	1	1	1.0
ENSG00000002586.20_PAR_Y;CD99;chrY-2717604-2717652-2714421-2714454-2719660-2719705__0:0:0	0,1,1,1	0,0,4,1	1,2,0,0	2,0,1,1	1	1	1	1.0
ENSG00000003096.14;KLHL13;chrX-118028423-118028497-117945433-117945575-118116507-118116865__0:-53:0	1,0,0,0	1,11,2,5	0,0,0,0	0,0,1,0	1	1	1	1.0
ENSG00000003393.16;ALS2;chr2-201727704-201727775-201727211-201727278-201728511-201728640__0:-2:0	1,2,4,0	4,1,3,0	0,1,0,1	0,13,2,0	1	1	1	1.0
ENSG00000003393.16;ALS2;chr2-201727704-201727775-201727211-201727278-201728511-201728640__0:-4:0	0,1,0,0	4,1,3,0	0,0,0,0	0,13,2,0	1	1	1	1.0
ENSG00000003402.20;CFLAR;chr2-201145377-201145432-201140185-201140439-201149002-201149052__0:0:0	99,64,53,65	7,17,4,8	28,41,17,9	0,3,14,5	1	1	1	1.0
ENSG00000003509.16;NDUFAF7;chr2-37237756-37237835-37236095-37236176-37241577-37241637__0:0:0	149,169,52,62	14,8,10,7	22,40,55,53	34,18,4,0	1	1	1	1.0
ENSG00000003509.16;NDUFAF7;chr2-37243910-37243973-37241577-37242693-37246051-37246195__-48:-46:0	0,7,0,3	0,0,25,33	4,0,0,1	0,0,0,0	1	1	1	1.0
ENSG00000003509.16;NDUFAF7;chr2-37243910-37243973-37241577-37242693-37246051-37246195__0:0:0	37,20,16,32	0,0,25,33	10,6,3,5	0,0,0,0	1	1	0.322965491505	1.0
ENSG00000003756.17;RBM5;chr3-50104247-50104308-50100531-50103166-50105076-50105142__0:0:0	119,72,69,52	70,48,42,35	42,35,48,26	23,12,3,1	1	1	0.0261121971716	0.323773318934
ENSG00000003756.17;RBM5;chr3-50110378-50110463-50109602-50109688-50110678-50110770__0:0:0	141,164,51,69	131,150,123,116	15,11,43,21	71,56,53,45	1	1	0.314656178261	1.0
ENSG00000003989.18;SLC7A2;chr8-17563602-17563711-17561943-17562110-17564949-17565162__-18:0:0	0,0,0,0	0,0,0,6	0,0,5,0	2,0,7,2	1	1	1	1.0
ENSG00000004139.14;SARM1;chr17-28388173-28388276-28385039-28385275-28388349-28388394__0:0:0	0,3,1,1	10,5,12,2	0,0,0,0	0,3,0,0	1	1	1	1.0
ENSG00000004142.12;POLDIP2;chr17-28352911-28353019-28351663-28351800-28353694-28353791__0:-2:0	3,4,1,2	0,0,5,0	1,1,0,0	2,0,5,0	1	1	1	1.0
ENSG00000004142.12;POLDIP2;chr17-28353240-28353316-28352911-28353019-28353694-28353791__-40:0:0	1,1,0,0	0,0,8,2	0,1,0,1	21,0,0,6	1	1	1	1.0
ENSG00000004399.13;PLXND1;chr3-129566526-129566631-129565886-129566017-129567491-129567604__-44:0:0	20,28,10,27	2,3,1,4	2,0,0,2	2,2,6,1	1	1	5.93725389691e-05	0.00417805327797
ENSG00000004399.13;PLXND1;chr3-129566526-129566631-129565886-129566017-129567491-129567604__-47:0:0	5,1,1,2	2,3,1,4	0,0,0,2	2,2,6,1	1	1	0.0148152167289	0.226398037297
ENSG00000004399.13;PLXND1;chr3-129566526-129566631-129565886-129566017-129567491-129567604__0:0:0	9,5,2,1	2,3,1,4	2,2,0,0	2,2,6,1	1	1	0.00852871317163	0.157507598829
ENSG00000004399.13;PLXND1;chr3-129575765-129575855-129575468-129575562-129578328-129578433__0:0:0	208,182,107,128	70,51,28,49	74,100,80,83	5,15,0,11	1	1	0.00758092001534	0.146469992419
ENSG00000004399.13;PLXND1;chr3-129578328-129578433-129575765-129575855-129585951-129586081__0:0:0	89,123,57,50	5,0,0,0	33,29,33,14	0,4,0,7	1	1	1	1.0
ENSG00000004455.17;AK2;chr1-33012073-33012122-33010754-33010833-33013206-33013287__0:0:0	9,10,1,4	0,0,2,1	1,13,3,0	2,0,0,1	1	1	1	1.0
ENSG00000004455.17;AK2;chr1-33021366-33021461-33014364-33014594-33021592-33021690__0:0:0	25,14,12,7	0,0,0,1	8,8,0,0	0,0,3,0	1	1	1	1.0
ENSG00000004660.15;CAMKK1;chr17-3872553-3872627-3869800-3869888-3873408-3873462__0:0:0	43,54,46,45	3,0,0,3	20,17,13,8	3,8,1,5	1	1	0.125463254286	0.848030948916
ENSG00000004766.17;VPS50;chr7-93256508-93256562-93253859-93253931-93257393-93257450__0:-2:0	4,5,2,1	1,22,7,19	3,0,3,1	6,4,0,0	1	1	0.275405349335	1.0
ENSG00000004766.17;VPS50;chr7-93256508-93256562-93253859-93253931-93257393-93257450__13:0:0	0,0,0,0	1,22,7,19	2,0,0,0	6,4,0,0	1	1	1	1.0
ENSG00000004766.17;VPS50;chr7-93272634-93272733-93271065-93271262-93276164-93276305__0:-91:0	1,0,0,0	0,0,3,0	0,0,0,0	2,0,0,0	1	1	1	1.0
ENSG00000004777.18;ARHGAP33;chr19-35782761-35782869-35782596-35782679-35784171-35784317__0:0:0	49,94,35,36	54,16,25,15	6,15,3,6	18,40,22,11	1	1	2.53419798445e-05	0.0022758208508
ENSG00000004799.8;PDK4;chr7-95589639-95589716-95587726-95587825-95591987-95592065__12:0:0	3,1,2,2	0,2,6,6	1,4,5,0	0,10,0,11	1	1	0.801984713493	1.0
