ExonID	I1	S1	I2	S2	I_len	S_len	PValue	FDR
ENSG00000004399.13;PLXND1;chr3-129566526-129566631-129565886-129566017-129567491-129567604__-44:0:0___ENSG00000004399.13;PLXND1;chr3-129566526-129566631-129565886-129566017-129567491-129567604__0:0:0	20,28,10,27	9,5,2,1	12,19,7,8	1,0,1,0	1	1	0.497200088396	1.0
ENSG00000004864.14;SLC25A13;chr7-96184926-96185011-96184276-96184435-96189293-96189378__0:-26:0___ENSG00000004864.14;SLC25A13;chr7-96184926-96185011-96184276-96184435-96189293-96189378__0:0:0	225,193,102,114	74,95,51,53	108,107,55,30	70,47,52,51	1	1	0.431509532008	1.0
ENSG00000005379.17;TSPOAP1;chr17-58306341-58306386-58305832-58305865-58306799-58306968__-27:0:0___ENSG00000005379.17;TSPOAP1;chr17-58306341-58306386-58305832-58305865-58306799-58306968__0:0:0	8,3,2,2	0,2,4,1	0,1,0,2	2,2,4,0	1	1	0.00186098845271	0.0984892350357
ENSG00000005471.19;ABCB4;chr7-87443662-87443773-87443318-87443444-87444861-87444975__17:0:0___ENSG00000005471.19;ABCB4;chr7-87443662-87443773-87443318-87443444-87444861-87444975__25:5:0	16,11,7,6	0,1,0,0	3,4,5,5	3,1,0,0	1	1	1	1.0
ENSG00000005844.19;ITGAL;chr16-30499372-30499489-30496435-30496566-30504174-30504264__-35:0:0___ENSG00000005844.19;ITGAL;chr16-30499372-30499489-30496435-30496566-30504174-30504264__0:0:0	3,9,6,3	2,3,0,0	1,3,0,0	0,0,2,0	1	1	1	1.0
ENSG00000005884.18;ITGA3;chr17-50075458-50075526-50074447-50074534-50075598-50075700__0:0:0___ENSG00000005884.18;ITGA3;chr17-50075458-50075526-50074447-50074534-50075598-50075700__-68:0:0	20,21,9,26	1,1,0,4	17,4,6,7	1,6,0,0	1	1	1	1.0
ENSG00000006025.12;OSBPL7;chr17-47808863-47808946-47808537-47808660-47809075-47809115__-44:0:0___ENSG00000006025.12;OSBPL7;chr17-47808863-47808946-47808537-47808660-47809075-47809115__0:0:0	1,8,1,1	1,2,0,0	2,0,0,0	0,0,1,0	1	1	1	1.0
ENSG00000006432.16;MAP3K9;chr14-70765441-70765487-70761001-70761182-70783222-70783445__0:0:0___ENSG00000006432.16;MAP3K9;chr14-70765441-70765487-70761001-70761182-70783222-70783445__0:11:0	9,17,8,23	0,1,2,0	11,14,2,8	0,2,3,0	1	1	1	1.0
ENSG00000006652.15;IFRD1;chr7-112458916-112459018-112456913-112457038-112461865-112461916__0:0:0___ENSG00000006652.15;IFRD1;chr7-112458916-112459018-112456913-112457038-112461865-112461916__-56:0:0	12,16,3,5	1,0,0,0	3,3,4,2	1,2,0,0	1	1	1	1.0
ENSG00000011332.21;DPF1;chr19-38217797-38217876-38216139-38216259-38218572-38218662__0:0:0___ENSG00000011332.21;DPF1;chr19-38217797-38217876-38216139-38216259-38218572-38218662__0:-14:0	30,27,6,42	12,5,1,17	10,14,7,17	0,3,0,2	1	1	0.0312004206078	0.580159172383
ENSG00000012983.12;MAP4K5;chr14-50429191-50429256-50425906-50425977-50434393-50434571__0:0:0___ENSG00000012983.12;MAP4K5;chr14-50429191-50429256-50425906-50425977-50434393-50434571__-4:0:0	5,2,0,0	0,2,0,0	0,0,4,0	1,2,0,0	1	1	1	1.0
ENSG00000012983.12;MAP4K5;chr14-50476127-50476170-50475076-50475149-50482360-50482416__22:0:0___ENSG00000012983.12;MAP4K5;chr14-50476127-50476170-50475076-50475149-50482360-50482416__0:0:0	39,13,16,30	4,3,55,0	11,12,8,13	1,0,0,12	1	1	1	1.0
ENSG00000013573.17;DDX11;chr12-31078462-31078537-31073891-31074091-31083812-31084061__0:0:0___ENSG00000013573.17;DDX11;chr12-31078462-31078537-31073891-31074091-31083812-31084061__-73:0:0	58,52,43,22	10,18,10,17	10,9,5,17	7,12,9,6	1	1	0.194011251449	1.0
ENSG00000013810.21;TACC3;chr4-1735278-1735325-1731171-1731301-1735736-1735834__-6:0:0___ENSG00000013810.21;TACC3;chr4-1735278-1735325-1731171-1731301-1735736-1735834__0:0:0	14,10,0,4	8,8,8,3	6,7,0,1	2,0,1,0	1	1	0.00122936299472	0.0845801740367
ENSG00000026025.16;VIM;chr10-17230649-17230710-17229275-17229985-17233586-17233682__0:0:0___ENSG00000026025.16;VIM;chr10-17230649-17230710-17229275-17229985-17233586-17233682__7:0:0	34,42,22,24	3,1,0,0	13,10,3,8	2,3,3,0	1	1	1	1.0
ENSG00000026950.17;BTN3A1;chr6-26405541-26405648-26402236-26402412-26405908-26406256__0:0:0___ENSG00000026950.17;BTN3A1;chr6-26405541-26405648-26402236-26402412-26405908-26406256__-38:0:0	133,157,62,88	31,46,24,49	60,30,33,23	36,34,15,39	1	1	0.0935931775156	0.970848522579
ENSG00000028203.18;VEZT;chr12-95258244-95258282-95257149-95257239-95262905-95263081__0:5:0___ENSG00000028203.18;VEZT;chr12-95258244-95258282-95257149-95257239-95262905-95263081__0:0:0	7,9,12,6	1,2,3,0	8,6,3,3	2,1,6,0	1	1	1	1.0
ENSG00000033867.16;SLC4A7;chr3-27397683-27397797-27394953-27395115-27398191-27398353__73:0:0___ENSG00000033867.16;SLC4A7;chr3-27397683-27397797-27394953-27395115-27398191-27398353__0:0:0	32,26,14,17	24,6,6,6	17,3,4,2	14,3,1,7	1	1	0.443918629951	1.0
ENSG00000036530.9;CYP46A1;chr14-99721955-99722036-99721238-99721323-99725390-99725479__0:0:0___ENSG00000036530.9;CYP46A1;chr14-99721955-99722036-99721238-99721323-99725390-99725479__0:30:0	36,41,15,16	20,34,12,5	17,18,2,3	14,21,5,11	1	1	0.221043183244	1.0
ENSG00000039650.12;PNKP;chr19-49861448-49861510-49861203-49861365-49861607-49861695__0:0:0___ENSG00000039650.12;PNKP;chr19-49861448-49861510-49861203-49861365-49861607-49861695__40:0:0	16,11,9,3	0,0,0,1	2,0,0,0	0,0,2,0	1	1	1	1.0
ENSG00000042088.14;TDP1;chr14-90023031-90023077-90019315-90019418-90033105-90033214__0:0:0___ENSG00000042088.14;TDP1;chr14-90023031-90023077-90019315-90019418-90033105-90033214__0:34:0	0,0,0,1	0,3,0,2	0,0,2,1	1,0,0,0	1	1	1	1.0
ENSG00000042088.14;TDP1;chr14-90023031-90023077-90019315-90019418-90033105-90033214__0:0:0___ENSG00000042088.14;TDP1;chr14-90023031-90023077-90019315-90019418-90033105-90033214__0:62:0	0,0,0,1	0,3,0,1	0,0,2,1	0,0,0,1	1	1	1	1.0
ENSG00000043093.15;DCUN1D1;chr3-182980834-182980935-182965536-182965753-182985820-182985913__0:0:0___ENSG00000043093.15;DCUN1D1;chr3-182980834-182980935-182965536-182965753-182985820-182985913__10:0:0	1,4,3,0	2,0,0,0	1,2,1,0	0,1,3,0	1	1	1	1.0
ENSG00000046889.19;PREX2;chr8-68069834-68069884-68069032-68069136-68072494-68072570__0:0:0___ENSG00000046889.19;PREX2;chr8-68069834-68069884-68069032-68069136-68072494-68072570__43:0:0	0,5,6,3	0,0,1,1	4,6,0,1	1,1,1,0	1	1	1	1.0
ENSG00000049089.15;COL9A2;chr1-40303927-40303972-40303806-40303839-40304063-40304099__0:0:0___ENSG00000049089.15;COL9A2;chr1-40303927-40303972-40303806-40303839-40304063-40304099__366:327:0	3,15,5,8	6,0,0,0	6,3,4,6	0,1,0,0	1	1	1	1.0
ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__34:0:0___ENSG00000050426.16;LETMD1;chr12-51053777-51053860-51049033-51049185-51055834-51055848__0:0:0	68,75,43,47	36,45,22,43	48,34,25,31	19,8,10,3	1	1	0.135860175603	1.0
ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:0:0___ENSG00000052126.15;PLEKHA5;chr12-19343322-19343434-19336514-19336616-19345841-19345888__0:-15:0	37,21,14,17	8,4,2,5	10,11,8,7	3,4,3,4	1	1	1	1.0
ENSG00000054983.17;GALC;chr14-87949844-87949931-87947727-87947878-87950658-87950748__0:-66:0___ENSG00000054983.17;GALC;chr14-87949844-87949931-87947727-87947878-87950658-87950748__0:0:0	37,17,25,21	19,10,4,7	12,11,15,10	11,9,3,10	1	1	0.780059614474	1.0
ENSG00000055070.17;SZRD1;chr1-16391374-16391424-16367087-16367308-16393227-16393385__0:0:0___ENSG00000055070.17;SZRD1;chr1-16391374-16391424-16367087-16367308-16393227-16393385__11:0:0	50,54,15,21	1,0,0,0	11,18,13,0	0,0,0,1	1	1	1	1.0
ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__-3:0:0___ENSG00000055609.21;KMT2C;chr7-152156204-152156271-152155909-152156057-152157760-152157922__-75:0:0	23,9,1,7	4,4,3,1	3,2,1,3	4,2,3,1	1	1	0.259872432447	1.0
ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__0:0:0___ENSG00000056586.16;RC3H2;chr9-122851322-122851436-122851080-122851229-122853951-122854086__6:0:0	62,54,40,36	19,16,16,7	27,14,16,11	11,16,12,5	1	1	0.346675262779	1.0
ENSG00000056586.16;RC3H2;chr9-122854530-122854615-122854184-122854266-122855183-122855397__0:0:0___ENSG00000056586.16;RC3H2;chr9-122854530-122854615-122854184-122854266-122855183-122855397__34:0:0	15,18,7,3	6,16,1,4	11,3,3,3	4,4,0,0	1	1	0.507998339849	1.0
ENSG00000058272.19;PPP1R12A;chr12-79782570-79782595-79781814-79781862-79786373-79786478__0:0:0___ENSG00000058272.19;PPP1R12A;chr12-79782570-79782595-79781814-79781862-79786373-79786478__15:0:0	39,30,22,28	2,0,0,0	9,7,10,8	1,3,0,2	1	1	1	1.0
ENSG00000061656.11;SPAG4;chr20-35618086-35618130-35617519-35617840-35618449-35618475__0:0:0___ENSG00000061656.11;SPAG4;chr20-35618086-35618130-35617519-35617840-35618449-35618475__328:328:0	0,0,0,2	0,0,1,0	1,2,0,0	0,2,0,0	1	1	1	1.0
ENSG00000063245.15;EPN1;chr19-55692953-55693037-55692685-55692796-55694725-55694983__0:0:0___ENSG00000063245.15;EPN1;chr19-55692953-55693037-55692685-55692796-55694725-55694983__-3:0:0	35,46,14,9	18,14,14,8	18,6,6,6	5,4,0,1	1	1	0.264551833977	1.0
ENSG00000063761.16;ADCK1;chr14-77827853-77827971-77822434-77822518-77859075-77859279__0:0:0___ENSG00000063761.16;ADCK1;chr14-77827853-77827971-77822434-77822518-77859075-77859279__20:0:0	176,153,86,138	49,47,27,33	81,84,60,66	15,17,7,3	1	1	0.975545716027	1.0
ENSG00000064545.15;TMEM161A;chr19-19134783-19134887-19132879-19133210-19138425-19138447__0:0:0___ENSG00000064545.15;TMEM161A;chr19-19134783-19134887-19132879-19133210-19138425-19138447__56:0:0	21,13,14,9	2,0,4,1	17,8,1,5	4,2,1,0	1	1	1	1.0
ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:2:0___ENSG00000064666.15;CNN2;chr19-1032558-1032663-1032391-1032458-1036129-1036246__0:33:0	21,17,12,9	5,6,6,3	5,2,8,3	6,6,4,3	1	1	0.101345677241	0.990015271328
ENSG00000064687.13;ABCA7;chr19-1042745-1042826-1042314-1042397-1043040-1043251__0:48:0___ENSG00000064687.13;ABCA7;chr19-1042745-1042826-1042314-1042397-1043040-1043251__0:0:0	4,13,9,4	4,11,6,4	5,1,0,2	2,1,2,4	1	1	0.669913160828	1.0
ENSG00000064692.20;SNCAIP;chr5-122444085-122444195-122440628-122440754-122444562-122444732__0:0:0___ENSG00000064692.20;SNCAIP;chr5-122444085-122444195-122440628-122440754-122444562-122444732__20:0:0	15,19,14,11	14,7,5,8	7,8,2,5	11,3,0,0	1	1	0.694686028739	1.0
ENSG00000065491.8;TBC1D22B;chr6-37291242-37291357-37287006-37287072-37312917-37313024__0:-65:0___ENSG00000065491.8;TBC1D22B;chr6-37291242-37291357-37287006-37287072-37312917-37313024__0:0:0	81,55,45,68	55,50,19,27	29,30,11,9	21,27,15,13	1	1	0.633205361742	1.0
ENSG00000065923.10;SLC9A7;chrX-46651109-46651223-46648685-46648797-46651315-46651404__0:-105:0___ENSG00000065923.10;SLC9A7;chrX-46651109-46651223-46648685-46648797-46651315-46651404__0:-34:0	1,0,0,3	1,1,2,4	1,0,0,0	1,0,0,0	1	1	1	1.0
ENSG00000065923.10;SLC9A7;chrX-46651109-46651223-46648685-46648797-46651315-46651404__0:-105:0___ENSG00000065923.10;SLC9A7;chrX-46651109-46651223-46648685-46648797-46651315-46651404__0:-37:0	1,0,0,3	0,0,0,1	1,0,0,0	0,0,0,2	1	1	1	1.0
ENSG00000066427.24;ATXN3;chr14-92083125-92083235-92082299-92082466-92088729-92088817__-23:0:0___ENSG00000066427.24;ATXN3;chr14-92083125-92083235-92082299-92082466-92088729-92088817__0:0:0	2,3,3,10	1,0,1,0	0,0,0,2	0,1,0,0	1	1	1	1.0
ENSG00000066651.20;TRMT11;chr6-126006841-126006954-125999456-125999613-126008391-126008472__3:0:0___ENSG00000066651.20;TRMT11;chr6-126006841-126006954-125999456-125999613-126008391-126008472__0:0:0	0,1,2,1	1,3,1,0	0,1,1,0	0,0,1,0	1	1	1	1.0
ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__43:0:0___ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__-53:0:0	7,11,7,12	0,1,0,2	5,10,5,0	2,4,0,0	1	1	1	1.0
ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__43:0:0___ENSG00000066777.9;ARFGEF1;chr8-67204679-67204766-67203082-67203251-67211482-67211529__0:0:0	7,11,7,12	3,5,10,14	5,10,5,0	5,0,10,1	1	1	1	1.0
ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__3:0:0___ENSG00000067900.8;ROCK1;chr18-21020150-21020239-21008058-21008194-21023619-21023680__0:0:0	4,7,0,4	8,17,6,7	7,5,1,9	3,3,1,2	1	1	0.00178015210536	0.0984892350357
ENSG00000068400.13;GRIPAP1;chrX-48997249-48997357-48993427-48993578-48998153-48998180__0:0:0___ENSG00000068400.13;GRIPAP1;chrX-48997249-48997357-48993427-48993578-48998153-48998180__0:2:0	11,10,8,3	2,1,0,0	5,5,3,5	2,4,1,0	1	1	0.76151490352	1.0
ENSG00000068438.15;FTSJ1;chrX-48482419-48482506-48481631-48481715-48482596-48482954__-17:0:0___ENSG00000068438.15;FTSJ1;chrX-48482419-48482506-48481631-48481715-48482596-48482954__-11:0:0	22,14,7,6	2,4,3,2	11,4,1,5	1,0,0,0	1	1	0.57473669821	1.0
ENSG00000068878.15;PSME4;chr2-53942158-53942224-53939955-53940000-53948420-53948537__0:0:0___ENSG00000068878.15;PSME4;chr2-53942158-53942224-53939955-53940000-53948420-53948537__360:317:0	6,14,1,1	0,0,2,0	17,11,2,11	0,1,0,0	1	1	1	1.0
ENSG00000069206.15;ADAM7;chr8-24499235-24499316-24493042-24493229-24500177-24500256__0:0:0___ENSG00000069206.15;ADAM7;chr8-24499235-24499316-24493042-24493229-24500177-24500256__0:-45:0	11,11,0,4	3,0,0,0	2,7,0,1	0,1,3,0	1	1	1	1.0
ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:4:0___ENSG00000070081.17;NUCB2;chr11-17286633-17286713-17282788-17282943-17291239-17291365__0:0:0	52,56,26,27	22,26,6,3	18,10,6,8	14,8,9,11	1	1	0.0275385519806	0.557250698902
ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__-31:0:0___ENSG00000070367.16;EXOC5;chr14-57246710-57246827-57244164-57244359-57247617-57247712__0:0:0	5,8,10,9	7,17,2,6	5,7,5,3	1,2,2,6	1	1	0.619412422976	1.0
ENSG00000070495.15;JMJD6;chr17-76721262-76721351-76720359-76720498-76721797-76721933__-5:0:0___ENSG00000070495.15;JMJD6;chr17-76721262-76721351-76720359-76720498-76721797-76721933__0:0:0	7,22,4,5	6,13,2,7	17,0,2,7	8,2,6,4	1	1	0.844810426658	1.0
ENSG00000071054.16;MAP4K4;chr2-101873646-101873764-101871493-101871685-101874081-101874252__64:0:0___ENSG00000071054.16;MAP4K4;chr2-101873646-101873764-101871493-101871685-101874081-101874252__0:0:0	61,67,45,27	43,22,29,34	27,20,23,17	35,26,19,21	1	1	0.491851652452	1.0
ENSG00000071909.19;MYO3B;chr2-170383709-170383814-170383072-170383189-170386188-170386272__0:0:0___ENSG00000071909.19;MYO3B;chr2-170383709-170383814-170383072-170383189-170386188-170386272__8:0:0	43,20,24,14	15,12,10,9	7,11,9,9	9,8,8,5	1	1	0.613497284144	1.0
ENSG00000072071.16;ADGRL1;chr19-14152132-14152222-14151207-14151615-14152308-14152437__72:0:0___ENSG00000072071.16;ADGRL1;chr19-14152132-14152222-14151207-14151615-14152308-14152437__0:0:0	21,23,6,11	32,36,20,20	16,7,14,7	13,11,14,2	1	1	0.34384015141	1.0
ENSG00000072133.11;RPS6KA6;chrX-84117383-84117454-84117059-84117148-84119884-84120027__0:-37:0___ENSG00000072133.11;RPS6KA6;chrX-84117383-84117454-84117059-84117148-84119884-84120027__0:0:0	78,69,26,34	125,99,78,69	26,35,26,45	71,29,14,22	1	1	0.307891966942	1.0
ENSG00000072195.15;SPEG;chr2-219444029-219444059-219443107-219443150-219444652-219444742__-5:0:0___ENSG00000072195.15;SPEG;chr2-219444029-219444059-219443107-219443150-219444652-219444742__0:0:0	13,16,5,12	5,3,0,7	6,0,11,1	3,1,0,0	1	1	0.00911036887377	0.272518860224
